"genres","href","id","name","popularity","type","uri","external_urls.spotify","followers.href","followers.total","range","rangenum","rank","userName"
"bedroom pop, indie pop","https://api.spotify.com/v1/artists/1AbJ2cmwK400LSvdvBL5Jc","1AbJ2cmwK400LSvdvBL5Jc","Strawberry Guy",67,"artist","spotify:artist:1AbJ2cmwK400LSvdvBL5Jc","https://open.spotify.com/artist/1AbJ2cmwK400LSvdvBL5Jc",NA,181810,"mid",2,47,"claudia"
"disco, mellow gold, soft rock","https://api.spotify.com/v1/artists/1LZEQNv7sE11VDY3SdxQeN","1LZEQNv7sE11VDY3SdxQeN","Bee Gees",80,"artist","spotify:artist:1LZEQNv7sE11VDY3SdxQeN","https://open.spotify.com/artist/1LZEQNv7sE11VDY3SdxQeN",NA,5438535,"mid",2,48,"claudia"
"conscious hip hop, hip hop, rap, west coast rap","https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg","2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar",91,"artist","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg",NA,19508538,"mid",2,49,"claudia"
"","https://api.spotify.com/v1/artists/4ELcaEK7UaF0mUoodoVBfn","4ELcaEK7UaF0mUoodoVBfn","Bluewerks",49,"artist","spotify:artist:4ELcaEK7UaF0mUoodoVBfn","https://open.spotify.com/artist/4ELcaEK7UaF0mUoodoVBfn",NA,1398,"mid",2,50,"claudia"
"french soundtrack, orchestral soundtrack, soundtrack","https://api.spotify.com/v1/artists/71jzN72g8qWMCMkWC5p1Z0","71jzN72g8qWMCMkWC5p1Z0","Alexandre Desplat",68,"artist","spotify:artist:71jzN72g8qWMCMkWC5p1Z0","https://open.spotify.com/artist/71jzN72g8qWMCMkWC5p1Z0",NA,276100,"long",3,1,"claudia"
"orchestral soundtrack, soundtrack","https://api.spotify.com/v1/artists/3dRfiJ2650SZu6GbydcHNb","3dRfiJ2650SZu6GbydcHNb","John Williams",76,"artist","spotify:artist:3dRfiJ2650SZu6GbydcHNb","https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb",NA,1095386,"long",3,2,"claudia"
"british soundtrack, scorecore, soundtrack","https://api.spotify.com/v1/artists/6S9bLkEZSVIcY18RNcNG50","6S9bLkEZSVIcY18RNcNG50","Nicholas Hooper",60,"artist","spotify:artist:6S9bLkEZSVIcY18RNcNG50","https://open.spotify.com/artist/6S9bLkEZSVIcY18RNcNG50",NA,39739,"long",3,3,"claudia"
"canadian pop, pop","https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s","1uNFoZAHBGtllmzznpCI3s","Justin Bieber",96,"artist","spotify:artist:1uNFoZAHBGtllmzznpCI3s","https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s",NA,57568544,"long",3,4,"claudia"
"dance pop, pop","https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande",93,"artist","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR",NA,76836410,"long",3,5,"claudia"
"pop, pop r&b","https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny","6LuN9FCkKOj5PcnpouEgny","Khalid",89,"artist","spotify:artist:6LuN9FCkKOj5PcnpouEgny","https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny",NA,14985663,"long",3,6,"claudia"
"baroque pop, chamber pop, indie folk, singer-songwriter","https://api.spotify.com/v1/artists/4MXUO7sVCaFgFjoTI5ox5c","4MXUO7sVCaFgFjoTI5ox5c","Sufjan Stevens",74,"artist","spotify:artist:4MXUO7sVCaFgFjoTI5ox5c","https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c",NA,1495866,"long",3,7,"claudia"
"europop, swedish pop","https://api.spotify.com/v1/artists/0LcJLqbBmaGUft1e9Mm8HV","0LcJLqbBmaGUft1e9Mm8HV","ABBA",82,"artist","spotify:artist:0LcJLqbBmaGUft1e9Mm8HV","https://open.spotify.com/artist/0LcJLqbBmaGUft1e9Mm8HV",NA,7575257,"long",3,8,"claudia"
"pop","https://api.spotify.com/v1/artists/6KImCVD70vtIoJWnq6nGn3","6KImCVD70vtIoJWnq6nGn3","Harry Styles",87,"artist","spotify:artist:6KImCVD70vtIoJWnq6nGn3","https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3",NA,19257092,"long",3,9,"claudia"
"","https://api.spotify.com/v1/artists/7o8qzsL7eTuGP4piR7XQiY","7o8qzsL7eTuGP4piR7XQiY","Siddhartha Khosla",45,"artist","spotify:artist:7o8qzsL7eTuGP4piR7XQiY","https://open.spotify.com/artist/7o8qzsL7eTuGP4piR7XQiY",NA,6940,"long",3,10,"claudia"
"british soundtrack, orchestral soundtrack, soundtrack","https://api.spotify.com/v1/artists/5ukRxzaJiJLe6khkJeIHOn","5ukRxzaJiJLe6khkJeIHOn","Martin Phipps",49,"artist","spotify:artist:5ukRxzaJiJLe6khkJeIHOn","https://open.spotify.com/artist/5ukRxzaJiJLe6khkJeIHOn",NA,10627,"long",3,11,"claudia"
"pop","https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02","06HL4z0CvFAxyc27GXpf02","Taylor Swift",98,"artist","spotify:artist:06HL4z0CvFAxyc27GXpf02","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02",NA,50080165,"long",3,12,"claudia"
"dance pop, pop, viral pop","https://api.spotify.com/v1/artists/6VuMaDnrHyPL1p4EHjYLi7","6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth",85,"artist","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7",NA,15445671,"long",3,13,"claudia"
"classic rock, glam rock, rock","https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d","1dfeR4HaWDbWqFHLkxsg1d","Queen",88,"artist","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d",NA,40110252,"long",3,14,"claudia"
"dfw rap, melodic rap, rap","https://api.spotify.com/v1/artists/246dkjvS1zLTtiykXe5h60","246dkjvS1zLTtiykXe5h60","Post Malone",91,"artist","spotify:artist:246dkjvS1zLTtiykXe5h60","https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60",NA,36136726,"long",3,15,"claudia"
"progressive bluegrass","https://api.spotify.com/v1/artists/5Biyy105DovS7aMHiU1HRL","5Biyy105DovS7aMHiU1HRL","DAVID GRISMAN QUINTET",21,"artist","spotify:artist:5Biyy105DovS7aMHiU1HRL","https://open.spotify.com/artist/5Biyy105DovS7aMHiU1HRL",NA,3077,"long",3,16,"claudia"
"lgbtq+ hip hop, pop","https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq","7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X",90,"artist","spotify:artist:7jVv8c5Fj3E9VhNjxT4snq","https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq",NA,9783119,"long",3,17,"claudia"
"canadian contemporary r&b, canadian pop, pop","https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd",98,"artist","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ",NA,42485059,"long",3,18,"claudia"
"soundtrack","https://api.spotify.com/v1/artists/1qwshnqmsxCWhZAnBIISeL","1qwshnqmsxCWhZAnBIISeL","Stephen Rennicks",47,"artist","spotify:artist:1qwshnqmsxCWhZAnBIISeL","https://open.spotify.com/artist/1qwshnqmsxCWhZAnBIISeL",NA,4743,"long",3,19,"claudia"
"glam rock, mellow gold, piano rock","https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b","3PhoLpVuITZKcymswpck5b","Elton John",88,"artist","spotify:artist:3PhoLpVuITZKcymswpck5b","https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b",NA,8869877,"long",3,20,"claudia"
"hip hop, ohio hip hop, rap","https://api.spotify.com/v1/artists/0fA0VVWsXO9YnASrzqfmYu","0fA0VVWsXO9YnASrzqfmYu","Kid Cudi",86,"artist","spotify:artist:0fA0VVWsXO9YnASrzqfmYu","https://open.spotify.com/artist/0fA0VVWsXO9YnASrzqfmYu",NA,5610961,"long",3,21,"claudia"
"alternative rock, grunge, permanent wave, rock","https://api.spotify.com/v1/artists/6olE6TJLqED3rqDCT0FyPh","6olE6TJLqED3rqDCT0FyPh","Nirvana",84,"artist","spotify:artist:6olE6TJLqED3rqDCT0FyPh","https://open.spotify.com/artist/6olE6TJLqED3rqDCT0FyPh",NA,14739782,"long",3,22,"claudia"
"chicago rap, rap","https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x","5K4W6rqBFWDnAN6FQUkS6x","Kanye West",96,"artist","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x",NA,16631180,"long",3,23,"claudia"
"british soundtrack, orchestral soundtrack, scorecore, soundtrack","https://api.spotify.com/v1/artists/1W42coQfIlt6btgqpfJWYQ","1W42coQfIlt6btgqpfJWYQ","Patrick Doyle",61,"artist","spotify:artist:1W42coQfIlt6btgqpfJWYQ","https://open.spotify.com/artist/1W42coQfIlt6btgqpfJWYQ",NA,71849,"long",3,24,"claudia"
"dance pop, pop","https://api.spotify.com/v1/artists/31TPClRtHm23RisEBtV3X7","31TPClRtHm23RisEBtV3X7","Justin Timberlake",83,"artist","spotify:artist:31TPClRtHm23RisEBtV3X7","https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7",NA,11772827,"long",3,25,"claudia"
"hollywood, pop","https://api.spotify.com/v1/artists/5RZjpmuD14JKXvB8Ry1G1u","5RZjpmuD14JKXvB8Ry1G1u","Amanda Seyfried",69,"artist","spotify:artist:5RZjpmuD14JKXvB8Ry1G1u","https://open.spotify.com/artist/5RZjpmuD14JKXvB8Ry1G1u",NA,82611,"long",3,26,"claudia"
"canadian hip hop, canadian pop, hip hop, rap, toronto rap","https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4","3TVXtAsR1Inumwj472S9r4","Drake",98,"artist","spotify:artist:3TVXtAsR1Inumwj472S9r4","https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4",NA,61578850,"long",3,27,"claudia"
"noise pop","https://api.spotify.com/v1/artists/3XxNRirzbjfLdDli06zMaB","3XxNRirzbjfLdDli06zMaB","Eyedress",77,"artist","spotify:artist:3XxNRirzbjfLdDli06zMaB","https://open.spotify.com/artist/3XxNRirzbjfLdDli06zMaB",NA,638527,"long",3,28,"claudia"
"dance pop, edm, electro house, house, pop, pop dance, pop rap, progressive house, uk dance","https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY","7CajNmpbOovFoOoasH2HaY","Calvin Harris",86,"artist","spotify:artist:7CajNmpbOovFoOoasH2HaY","https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY",NA,22554465,"long",3,29,"claudia"
"hollywood","https://api.spotify.com/v1/artists/7gWjOPetXNCBqlVe6axl8K","7gWjOPetXNCBqlVe6axl8K","Lily James",64,"artist","spotify:artist:7gWjOPetXNCBqlVe6axl8K","https://open.spotify.com/artist/7gWjOPetXNCBqlVe6axl8K",NA,70031,"long",3,30,"claudia"
"big room, dance pop, edm, pop, pop dance, pop rap","https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai","1Cs0zKBU1kc0i8ypK3B9ai","David Guetta",90,"artist","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai",NA,23930324,"long",3,31,"claudia"
"pop","https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG","1McMsnEElThX1knmY4oliG","Olivia Rodrigo",90,"artist","spotify:artist:1McMsnEElThX1knmY4oliG","https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG",NA,14511420,"long",3,32,"claudia"
"dance pop, pop","https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5","5cj0lLjcoR7YOSnhnX0Po5","Doja Cat",94,"artist","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5",NA,16353815,"long",3,33,"claudia"
"glee club, hollywood, post-teen pop","https://api.spotify.com/v1/artists/0SCbttzoZTnLFebDYmAWCm","0SCbttzoZTnLFebDYmAWCm","Glee Cast",76,"artist","spotify:artist:0SCbttzoZTnLFebDYmAWCm","https://open.spotify.com/artist/0SCbttzoZTnLFebDYmAWCm",NA,1449395,"long",3,34,"claudia"
"indie poptimism, pop","https://api.spotify.com/v1/artists/2feDdbD5araYcm6JhFHHw7","2feDdbD5araYcm6JhFHHw7","Labrinth",89,"artist","spotify:artist:2feDdbD5araYcm6JhFHHw7","https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7",NA,2130950,"long",3,35,"claudia"
"hollywood","https://api.spotify.com/v1/artists/2HB65P72dFRiOKvbLLcil2","2HB65P72dFRiOKvbLLcil2","Meryl Streep",68,"artist","spotify:artist:2HB65P72dFRiOKvbLLcil2","https://open.spotify.com/artist/2HB65P72dFRiOKvbLLcil2",NA,75189,"long",3,36,"claudia"
"dance rock, new romantic, new wave, new wave pop, rock, synthpop","https://api.spotify.com/v1/artists/0lZoBs4Pzo7R89JM9lxwoT","0lZoBs4Pzo7R89JM9lxwoT","Duran Duran",71,"artist","spotify:artist:0lZoBs4Pzo7R89JM9lxwoT","https://open.spotify.com/artist/0lZoBs4Pzo7R89JM9lxwoT",NA,2215465,"long",3,37,"claudia"
"adult standards, jazz trio, lounge","https://api.spotify.com/v1/artists/4ytkhMSAnrDP8XzRNlw9FS","4ytkhMSAnrDP8XzRNlw9FS","Vince Guaraldi Trio",60,"artist","spotify:artist:4ytkhMSAnrDP8XzRNlw9FS","https://open.spotify.com/artist/4ytkhMSAnrDP8XzRNlw9FS",NA,109787,"long",3,38,"claudia"
"german soundtrack, orchestral soundtrack, soundtrack","https://api.spotify.com/v1/artists/0YC192cP3KPCRWx8zr8MfZ","0YC192cP3KPCRWx8zr8MfZ","Hans Zimmer",79,"artist","spotify:artist:0YC192cP3KPCRWx8zr8MfZ","https://open.spotify.com/artist/0YC192cP3KPCRWx8zr8MfZ",NA,2892420,"long",3,39,"claudia"
"dance pop, latin, miami hip hop, pop, pop rap","https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg","0TnOYISbd1XYRBk9myaseg","Pitbull",86,"artist","spotify:artist:0TnOYISbd1XYRBk9myaseg","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg",NA,9135573,"long",3,40,"claudia"
"hollywood","https://api.spotify.com/v1/artists/0GSuGuz8CIQpRZdig9k9Mt","0GSuGuz8CIQpRZdig9k9Mt","Cast of Mamma Mia! The Movie",49,"artist","spotify:artist:0GSuGuz8CIQpRZdig9k9Mt","https://open.spotify.com/artist/0GSuGuz8CIQpRZdig9k9Mt",NA,85838,"long",3,41,"claudia"
"atl hip hop, hip hop, pop rap, rap, trap","https://api.spotify.com/v1/artists/6oMuImdp5ZcFhWP0ESe6mG","6oMuImdp5ZcFhWP0ESe6mG","Migos",82,"artist","spotify:artist:6oMuImdp5ZcFhWP0ESe6mG","https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG",NA,12181730,"long",3,42,"claudia"
"pop, r&b, soul","https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm","3fMbdgg4jU18AjLCKBhRSm","Michael Jackson",85,"artist","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm",NA,21951624,"long",3,43,"claudia"
"gauze pop, indietronica, shiver pop","https://api.spotify.com/v1/artists/4yvcSjfu4PC0CYQyLy4wSq","4yvcSjfu4PC0CYQyLy4wSq","Glass Animals",87,"artist","spotify:artist:4yvcSjfu4PC0CYQyLy4wSq","https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq",NA,2535792,"long",3,44,"claudia"
"deep underground hip hop, kentucky hip hop, rap","https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ","2LIk90788K0zvyj2JJVwkJ","Jack Harlow",88,"artist","spotify:artist:2LIk90788K0zvyj2JJVwkJ","https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ",NA,1577461,"long",3,45,"claudia"
"indie pop","https://api.spotify.com/v1/artists/6rniTPs9zN26kYnkPdFl1U","6rniTPs9zN26kYnkPdFl1U","Sir Chloe",67,"artist","spotify:artist:6rniTPs9zN26kYnkPdFl1U","https://open.spotify.com/artist/6rniTPs9zN26kYnkPdFl1U",NA,426702,"long",3,46,"claudia"
"alternative r&b, memphis hip hop, underground hip hop","https://api.spotify.com/v1/artists/2Yhge9MsE7qKcV0eWsuuHM","2Yhge9MsE7qKcV0eWsuuHM","Healy",59,"artist","spotify:artist:2Yhge9MsE7qKcV0eWsuuHM","https://open.spotify.com/artist/2Yhge9MsE7qKcV0eWsuuHM",NA,122797,"long",3,47,"claudia"
"edmonton indie, lo-fi indie","https://api.spotify.com/v1/artists/3Sz7ZnJQBIHsXLUSo0OQtM","3Sz7ZnJQBIHsXLUSo0OQtM","Mac DeMarco",82,"artist","spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM","https://open.spotify.com/artist/3Sz7ZnJQBIHsXLUSo0OQtM",NA,2507053,"long",3,48,"claudia"
"pop, pop rock","https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP","04gDigrS5kc9YWfZHwBETP","Maroon 5",89,"artist","spotify:artist:04gDigrS5kc9YWfZHwBETP","https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP",NA,35470820,"long",3,49,"claudia"
"boy band, dance pop, pop, post-teen pop","https://api.spotify.com/v1/artists/7gOdHgIoIKoe4i9Tta6qdD","7gOdHgIoIKoe4i9Tta6qdD","Jonas Brothers",80,"artist","spotify:artist:7gOdHgIoIKoe4i9Tta6qdD","https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD",NA,6043042,"long",3,50,"claudia"
